palavra,canonicidade,tonicidade
fones,False,paroxítona
fonte,False,paroxítona
fontes,False,paroxítona
fonética,True,proparoxítona
fonético,True,proparoxítona
foquei,False,oxítona
foquemo,False,paroxítona
fora,True,paroxítona
foragi,True,oxítona
foragida,True,paroxítona
foragido,True,paroxítona
foragimo,True,paroxítona
foragira,True,paroxítona
foragiremo,True,paroxítona
foragirá,True,oxítona
foras,False,paroxítona
forca,False,paroxítona
forcas,False,paroxítona
force,False,paroxítona
forceja,False,paroxítona
forcejai,False,oxítona
forceje,False,paroxítona
forcejei,False,oxítona
forcejo,False,paroxítona
forcejou,False,oxítona
forcejá,False,oxítona
forcemo,False,paroxítona
forces,False,paroxítona
fordes,False,paroxítona
foreira,False,paroxítona
foreiro,False,paroxítona
forense,False,paroxítona
fores,False,paroxítona
forja,False,paroxítona
forjada,False,paroxítona
forjado,False,paroxítona
forjamo,False,paroxítona
forjando,False,paroxítona
forjar,False,oxítona
forjara,False,paroxítona
forjarei,False,oxítona
forjarmo,False,paroxítona
forjará,False,oxítona
forjarão,False,paroxítona
forjas,False,paroxítona
forjasse,False,paroxítona
forjaste,False,paroxítona
forjava,False,paroxítona
forje,False,paroxítona
forjemo,False,paroxítona
forjes,False,paroxítona
forjo,False,paroxítona
forjá,False,oxítona
forma,False,paroxítona
formada,False,paroxítona
formado,False,paroxítona
formal,False,oxítona
formamo,False,paroxítona
formanda,False,paroxítona
formando,False,paroxítona
formar,False,oxítona
formara,False,paroxítona
formarei,False,oxítona
formarmo,False,paroxítona
formará,False,oxítona
formarão,False,paroxítona
formas,False,paroxítona
formasse,False,paroxítona
formaste,False,paroxítona
formata,False,paroxítona
formatai,False,oxítona
formate,False,paroxítona
formatei,False,oxítona
formato,False,paroxítona
formatou,False,oxítona
formatá,False,oxítona
formava,False,paroxítona
formação,False,paroxítona
forme,False,paroxítona
formemo,False,paroxítona
formes,False,paroxítona
formiga,False,paroxítona
formigai,False,oxítona
formigo,False,paroxítona
formigou,False,oxítona
formigá,False,oxítona
formigão,False,paroxítona
formo,False,paroxítona
formos,False,paroxítona
formosa,False,paroxítona
formoso,False,paroxítona
formula,False,paroxítona
formulai,False,oxítona
formule,False,paroxítona
formulei,False,oxítona
formulo,False,paroxítona
formulou,False,oxítona
formulá,False,oxítona
formá,False,oxítona
fornada,False,paroxítona
fornalha,False,paroxítona
fornece,False,paroxítona
fornecei,False,oxítona
forneceu,False,oxítona
forneci,False,oxítona
fornecê,False,oxítona
forneça,False,paroxítona
forneço,False,paroxítona
fornica,False,paroxítona
fornicai,False,oxítona
fornico,False,paroxítona
fornicou,False,oxítona
fornicá,False,oxítona
forno,False,paroxítona
fornos,False,paroxítona
foro,True,paroxítona
foros,False,paroxítona
forra,False,paroxítona
forrada,False,paroxítona
forrado,False,paroxítona
forrageá,False,oxítona
forramo,False,paroxítona
forrando,False,paroxítona
forrar,False,oxítona
forrara,False,paroxítona
forrarei,False,oxítona
forrarmo,False,paroxítona
forrará,False,oxítona
forrarão,False,paroxítona
forras,False,paroxítona
forrasse,False,paroxítona
forraste,False,paroxítona
forrava,False,paroxítona
forre,False,paroxítona
forremo,False,paroxítona
forres,False,paroxítona
forro,False,paroxítona
forros,False,paroxítona
forrá,False,oxítona
forte,False,paroxítona
fortes,False,paroxítona
fortuna,False,paroxítona
força,False,paroxítona
forçada,False,paroxítona
forçado,False,paroxítona
forçamo,False,paroxítona
forçando,False,paroxítona
forçar,False,oxítona
forçara,False,paroxítona
forçarei,False,oxítona
forçarmo,False,paroxítona
forçará,False,oxítona
forçarão,False,paroxítona
forças,False,paroxítona
forçasse,False,paroxítona
forçaste,False,paroxítona
forçava,False,paroxítona
forço,False,paroxítona
forçosa,False,paroxítona
forçoso,False,paroxítona
forçuda,False,paroxítona
forçudo,False,paroxítona
forçá,False,oxítona
fosca,False,paroxítona
foscas,False,paroxítona
fosco,False,paroxítona
foscos,False,paroxítona
fosfato,False,paroxítona
fossa,False,paroxítona
fossas,False,paroxítona
fosse,False,paroxítona
fosses,False,paroxítona
fosso,False,paroxítona
fossos,False,paroxítona
foste,False,paroxítona
fostes,False,paroxítona
foto,True,paroxítona
fotocélula,True,proparoxítona
fotogênica,True,proparoxítona
fotogênico,True,proparoxítona
fotolito,True,paroxítona
fotonovela,True,paroxítona
fotos,False,paroxítona
fototerápica,True,proparoxítona
fototerápico,True,proparoxítona
fraca,False,paroxítona
fraco,False,paroxítona
frade,False,paroxítona
fraga,False,paroxítona
fragata,False,paroxítona
frajola,False,paroxítona
fralda,False,paroxítona
franca,False,paroxítona
franco,False,paroxítona
frango,False,paroxítona
franja,False,paroxítona
franqueza,False,paroxítona
franza,False,paroxítona
franze,False,paroxítona
franzi,False,oxítona
franzo,False,paroxítona
frança,False,paroxítona
frasco,False,paroxítona
frase,False,paroxítona
fratura,False,paroxítona
frature,False,paroxítona
fraturo,False,paroxítona
fraturá,False,oxítona
freando,False,paroxítona
frearmo,False,paroxítona
freasse,False,paroxítona
freaste,False,paroxítona
frecha,False,paroxítona
freche,False,paroxítona
frecho,False,paroxítona
frechá,False,oxítona
freme,False,paroxítona
fremi,False,oxítona
fremida,False,paroxítona
fremido,False,paroxítona
fremimo,False,paroxítona
fremira,False,paroxítona
fremirá,False,oxítona
frente,False,paroxítona
fresa,False,paroxítona
fresada,False,paroxítona
fresado,False,paroxítona
fresamo,False,paroxítona
fresara,False,paroxítona
fresará,False,oxítona
fresava,False,paroxítona
fresca,False,paroxítona
fresco,False,paroxítona
frese,False,paroxítona
fresemo,False,paroxítona
freso,False,paroxítona
fresta,False,paroxítona
fresá,False,oxítona
freta,False,paroxítona
fretada,False,paroxítona
fretado,False,paroxítona
fretamo,False,paroxítona
fretara,False,paroxítona
fretará,False,oxítona
fretava,False,paroxítona
frete,False,paroxítona
fretemo,False,paroxítona
freto,False,paroxítona
fretá,False,oxítona
frevo,False,paroxítona
frigi,False,oxítona
frigida,False,paroxítona
frigido,False,paroxítona
frigimo,False,paroxítona
frigira,False,paroxítona
frigirá,False,oxítona
frija,False,paroxítona
frijamo,False,paroxítona
frijo,False,paroxítona
frisa,False,paroxítona
frisada,False,paroxítona
frisado,False,paroxítona
frisamo,False,paroxítona
frisara,False,paroxítona
frisará,False,oxítona
frisava,False,paroxítona
frise,False,paroxítona
frisemo,False,paroxítona
friso,False,paroxítona
frisá,False,oxítona
frita,False,paroxítona
fritada,False,paroxítona
fritado,False,paroxítona
fritamo,False,paroxítona
fritara,False,paroxítona
fritará,False,oxítona
fritava,False,paroxítona
frite,False,paroxítona
fritemo,False,paroxítona
frito,False,paroxítona
fritura,False,paroxítona
fritá,False,oxítona
froge,False,paroxítona
fronha,False,paroxítona
fronte,False,paroxítona
frota,False,paroxítona
fruindo,False,paroxítona
fruirmo,False,paroxítona
fruta,False,paroxítona
fruto,False,paroxítona
fruísse,False,paroxítona
fruíste,False,paroxítona
frêmito,False,proparoxítona
frígida,False,proparoxítona
frígido,False,proparoxítona
frívola,False,proparoxítona
frívolo,False,proparoxítona
fuce,True,paroxítona
fucei,False,oxítona
fucemo,True,paroxítona
fuces,False,paroxítona
fuga,True,paroxítona
fugacidade,True,paroxítona
fugas,False,paroxítona
fugaz,False,oxítona
fugi,True,oxítona
fugida,True,paroxítona
fugido,True,paroxítona
fugimo,True,paroxítona
fugindo,False,paroxítona
fugir,False,oxítona
fugira,True,paroxítona
fugiremo,True,paroxítona
fugirmo,False,paroxítona
fugirá,True,oxítona
fugisse,False,paroxítona
fugiste,False,paroxítona
fugitiva,True,paroxítona
fugitivo,True,paroxítona
fugiu,False,oxítona
fuja,True,paroxítona
fujamo,True,paroxítona
fujas,False,paroxítona
fujo,True,paroxítona
fujona,True,paroxítona
fujão,False,paroxítona
fujões,False,paroxítona
fulana,True,paroxítona
fulano,True,paroxítona
fulge,False,paroxítona
fulgente,False,paroxítona
fulges,False,paroxítona
fulgi,False,oxítona
fulgida,False,paroxítona
fulgido,False,paroxítona
fulgimo,False,paroxítona
fulgindo,False,paroxítona
fulgir,False,oxítona
fulgira,False,paroxítona
fulgirei,False,oxítona
fulgirmo,False,paroxítona
fulgirá,False,oxítona
fulgirão,False,paroxítona
fulgisse,False,paroxítona
fulgiste,False,paroxítona
fulgor,False,oxítona
fulgura,False,paroxítona
fulgurai,False,oxítona
fulgure,False,paroxítona
fulgurei,False,oxítona
fulguro,False,paroxítona
fulgurou,False,oxítona
fulgurá,False,oxítona
fulmina,False,paroxítona
fulminai,False,oxítona
fulmine,False,paroxítona
fulminei,False,oxítona
fulmino,False,paroxítona
fulminou,False,oxítona
fulminá,False,oxítona
fuma,True,paroxítona
fumada,True,paroxítona
fumado,True,paroxítona
fumadora,True,paroxítona
fumai,False,oxítona
fumamo,True,paroxítona
fumando,False,paroxítona
fumante,False,paroxítona
fumar,False,oxítona
fumara,True,paroxítona
fumarada,True,paroxítona
fumaremo,True,paroxítona
fumarmo,False,paroxítona
fumará,True,oxítona
fumas,False,paroxítona
fumasse,False,paroxítona
fumaste,False,paroxítona
fumava,True,paroxítona
fumaça,True,paroxítona
fume,True,paroxítona
fumega,True,paroxítona
fumegada,True,paroxítona
fumegado,True,paroxítona
fumegamo,True,paroxítona
fumegara,True,paroxítona
fumegaremo,True,paroxítona
fumegará,True,oxítona
fumegava,True,paroxítona
fumego,True,paroxítona
fumeguei,False,oxítona
fumegá,True,oxítona
fumei,False,oxítona
fumemo,True,paroxítona
fumes,False,paroxítona
fumo,True,paroxítona
fumou,False,oxítona
fumá,True,oxítona
funda,False,paroxítona
fundada,False,paroxítona
fundado,False,paroxítona
fundamo,False,paroxítona
fundando,False,paroxítona
fundar,False,oxítona
fundara,False,paroxítona
fundarei,False,oxítona
fundarmo,False,paroxítona
fundará,False,oxítona
fundarão,False,paroxítona
fundas,False,paroxítona
fundasse,False,paroxítona
fundaste,False,paroxítona
fundava,False,paroxítona
fundação,False,paroxítona
funde,False,paroxítona
fundeai,False,oxítona
fundeei,False,oxítona
fundemo,False,paroxítona
fundeou,False,oxítona
fundes,False,paroxítona
fundi,False,oxítona
fundida,False,paroxítona
fundido,False,paroxítona
fundimo,False,paroxítona
fundindo,False,paroxítona
fundir,False,oxítona
fundira,False,paroxítona
fundirei,False,oxítona
fundirmo,False,paroxítona
fundirá,False,oxítona
fundirão,False,paroxítona
fundismo,False,paroxítona
fundisse,False,paroxítona
fundista,False,paroxítona
fundiste,False,paroxítona
fundição,False,paroxítona
fundo,False,paroxítona
fundos,False,paroxítona
fundura,False,paroxítona
fundá,False,oxítona
funesta,False,paroxítona
funesto,False,paroxítona
funga,False,paroxítona
fungada,False,paroxítona
fungado,False,paroxítona
fungamo,False,paroxítona
fungando,False,paroxítona
fungar,False,oxítona
fungara,False,paroxítona
fungarei,False,oxítona
fungarmo,False,paroxítona
fungará,False,oxítona
fungarão,False,paroxítona
fungas,False,paroxítona
fungasse,False,paroxítona
fungaste,False,paroxítona
fungava,False,paroxítona
fungo,False,paroxítona
fungos,False,paroxítona
funguei,False,oxítona
funguemo,False,paroxítona
fungá,False,oxítona
funil,False,oxítona
fura,True,paroxítona
furada,True,paroxítona
furado,True,paroxítona
furadora,True,paroxítona
furai,False,oxítona
furamo,True,paroxítona
furando,False,paroxítona
furar,False,oxítona
furara,True,paroxítona
furaremo,True,paroxítona
furarmo,False,paroxítona
furará,True,oxítona
furas,False,paroxítona
furasse,False,paroxítona
furaste,False,paroxítona
furava,True,paroxítona
fure,True,paroxítona
furei,False,oxítona
furemo,True,paroxítona
fures,False,paroxítona
furiosa,False,paroxítona
furioso,False,paroxítona
furna,False,paroxítona
furnas,False,paroxítona
furo,True,paroxítona
furor,False,oxítona
furos,False,paroxítona
furou,False,oxítona
furta,False,paroxítona
furtada,False,paroxítona
furtado,False,paroxítona
furtamo,False,paroxítona
furtando,False,paroxítona
furtar,False,oxítona
furtara,False,paroxítona
furtarei,False,oxítona
furtarmo,False,paroxítona
furtará,False,oxítona
furtarão,False,paroxítona
furtas,False,paroxítona
furtasse,False,paroxítona
furtaste,False,paroxítona
furtava,False,paroxítona
furte,False,paroxítona
furtemo,False,paroxítona
furtes,False,paroxítona
furtiva,False,paroxítona
furtivo,False,paroxítona
furto,False,paroxítona
furtos,False,paroxítona
furtá,False,oxítona
furá,True,oxítona
furão,False,paroxítona
furões,False,paroxítona
fusco,False,paroxítona
fuso,True,paroxítona
fusos,False,paroxítona
fustiga,False,paroxítona
fustigai,False,oxítona
fustigo,False,paroxítona
fustigou,False,oxítona
fustigá,False,oxítona
fusão,False,paroxítona
futilidade,True,paroxítona
futura,True,paroxítona
futuro,True,paroxítona
futuróloga,True,proparoxítona
futurólogo,True,proparoxítona
fuxica,True,paroxítona
fuxicada,True,paroxítona
fuxicado,True,paroxítona
fuxicamo,True,paroxítona
fuxicara,True,paroxítona
fuxicaremo,True,paroxítona
fuxicará,True,oxítona
fuxicava,True,paroxítona
fuxico,True,paroxítona
fuxicá,True,oxítona
fuxiquei,False,oxítona
fuzil,False,oxítona
fuzila,True,paroxítona
fuzilada,True,paroxítona
fuzilado,True,paroxítona
fuzilamo,True,paroxítona
fuzilara,True,paroxítona
fuzilaremo,True,paroxítona
fuzilará,True,oxítona
fuzilava,True,paroxítona
fuzile,True,paroxítona
fuzilemo,True,paroxítona
fuzilo,True,paroxítona
fuzilá,True,oxítona
fuça,True,paroxítona
fuçada,True,paroxítona
fuçado,True,paroxítona
fuçai,False,oxítona
fuçamo,True,paroxítona
fuçando,False,paroxítona
fuçar,False,oxítona
fuçara,True,paroxítona
fuçaremo,True,paroxítona
fuçarmo,False,paroxítona
fuçará,True,oxítona
fuças,False,paroxítona
fuçasse,False,paroxítona
fuçaste,False,paroxítona
fuçava,True,paroxítona
fuço,True,paroxítona
fuçou,False,oxítona
fuçá,True,oxítona
fábrica,False,proparoxítona
fábula,True,proparoxítona
fácil,False,paroxítona
fármaco,False,proparoxítona
fécula,True,proparoxítona
féretro,False,proparoxítona
fértil,False,paroxítona
fétida,True,proparoxítona
fétido,True,proparoxítona
fêmur,False,paroxítona
fígado,True,proparoxítona
física,True,proparoxítona
físico,True,proparoxítona
fístula,False,proparoxítona
fórmica,False,proparoxítona
fórmico,False,proparoxítona
fórmula,False,proparoxítona
fórum,False,paroxítona
fósforo,False,proparoxítona
fóssil,False,paroxítona
fôlego,True,proparoxítona
fúlgido,False,proparoxítona
fúlgura,False,proparoxítona
fúnebre,False,proparoxítona
fútil,False,paroxítona
gaba,True,paroxítona
gabada,True,paroxítona
gabado,True,paroxítona
gabai,False,oxítona
gabamo,True,paroxítona
gabando,False,paroxítona
gabar,False,oxítona
gabara,True,paroxítona
gabaremo,True,paroxítona
gabarita,True,paroxítona
gabaritada,True,paroxítona
gabaritado,True,paroxítona
gabaritamo,True,paroxítona
gabaritara,True,paroxítona
gabaritaremo,True,paroxítona
gabaritará,True,oxítona
gabaritava,True,paroxítona
gabarite,True,paroxítona
gabaritemo,True,paroxítona
gabarito,True,paroxítona
gabaritá,True,oxítona
gabarmo,False,paroxítona
gabarola,True,paroxítona
gabará,True,oxítona
gabas,False,paroxítona
gabasse,False,paroxítona
gabaste,False,paroxítona
gabava,True,paroxítona
gabe,True,paroxítona
gabei,False,oxítona
gabemo,True,paroxítona
gabes,False,paroxítona
gabinete,True,paroxítona
gabo,True,paroxítona
gabonesa,True,paroxítona
gabou,False,oxítona
gabá,True,oxítona
gado,True,paroxítona
gados,False,paroxítona
gafieira,False,paroxítona
gaga,True,paroxítona
gagas,False,paroxítona
gago,True,paroxítona
gagos,False,paroxítona
gagueira,False,paroxítona
gagueja,False,paroxítona
gagueje,False,paroxítona
gaguejo,False,paroxítona
gaguejá,False,oxítona
gaita,False,paroxítona
gaja,True,paroxítona
gajas,False,paroxítona
gajo,True,paroxítona
gajos,False,paroxítona
gala,True,paroxítona
galante,False,paroxítona
galega,True,paroxítona
galego,True,paroxítona
galena,True,paroxítona
galera,True,paroxítona
galeto,True,paroxítona
galga,False,paroxítona
galgada,False,paroxítona
galgado,False,paroxítona
galgamo,False,paroxítona
galgando,False,paroxítona
galgar,False,oxítona
galgara,False,paroxítona
galgarei,False,oxítona
galgarmo,False,paroxítona
galgará,False,oxítona
galgarão,False,paroxítona
galgas,False,paroxítona
galgasse,False,paroxítona
galgaste,False,paroxítona
galgava,False,paroxítona
galgo,False,paroxítona
galguei,False,oxítona
galguemo,False,paroxítona
galgá,False,oxítona
galhada,False,paroxítona
galharda,False,paroxítona
galhardo,False,paroxítona
galheta,False,paroxítona
galho,False,paroxítona
galhos,False,paroxítona
galinha,False,paroxítona
galinho,False,paroxítona
galo,True,paroxítona
galocha,False,paroxítona
galopa,True,paroxítona
galopada,True,paroxítona
galopado,True,paroxítona
galopamo,True,paroxítona
galopara,True,paroxítona
galoparemo,True,paroxítona
galopará,True,oxítona
galopava,True,paroxítona
galope,True,paroxítona
galopemo,True,paroxítona
galopo,True,paroxítona
galopá,True,oxítona
galos,False,paroxítona
galão,False,paroxítona
galões,False,paroxítona
gama,True,paroxítona
gamada,True,paroxítona
gamado,True,paroxítona
gambito,False,paroxítona
gambá,False,oxítona
gambás,False,oxítona
gamela,True,paroxítona
gameta,True,paroxítona
gamo,True,paroxítona
gamos,False,paroxítona
gamão,False,paroxítona
gana,True,paroxítona
gandaiada,False,paroxítona
gandaiado,False,paroxítona
gandaiamo,False,paroxítona
gandaiara,False,paroxítona
gandaiará,False,oxítona
gandaiava,False,paroxítona
gandaiemo,False,paroxítona
gandaiá,False,oxítona
gandula,False,paroxítona
gane,True,paroxítona
ganes,False,paroxítona
ganesa,True,paroxítona
gangorra,False,paroxítona
gangrenai,False,oxítona
gangrenei,False,oxítona
gangrenou,False,oxítona
ganha,False,paroxítona
ganhada,False,paroxítona
ganhado,False,paroxítona
ganhamo,False,paroxítona
ganhando,False,paroxítona
ganhar,False,oxítona
ganhara,False,paroxítona
ganharei,False,oxítona
ganharmo,False,paroxítona
ganhará,False,oxítona
ganharão,False,paroxítona
ganhas,False,paroxítona
ganhasse,False,paroxítona
ganhaste,False,paroxítona
ganhava,False,paroxítona
ganhe,False,paroxítona
ganhemo,False,paroxítona
ganhes,False,paroxítona
ganho,False,paroxítona
ganhos,False,paroxítona
ganhá,False,oxítona
gani,True,oxítona
ganida,True,paroxítona
ganido,True,paroxítona
ganimo,True,paroxítona
ganindo,False,paroxítona
ganir,False,oxítona
ganira,True,paroxítona
ganiremo,True,paroxítona
ganirmo,False,paroxítona
ganirá,True,oxítona
ganisse,False,paroxítona
ganiste,False,paroxítona
ganiu,False,oxítona
ganso,False,paroxítona
gansos,False,paroxítona
ganês,False,oxítona
garanta,False,paroxítona
garante,False,paroxítona
garanti,False,oxítona
garanto,False,paroxítona
garapa,True,paroxítona
garatuja,True,paroxítona
garbo,False,paroxítona
garbos,False,paroxítona
garbosa,False,paroxítona
garboso,False,paroxítona
garfa,False,paroxítona
garfada,False,paroxítona
garfado,False,paroxítona
garfamo,False,paroxítona
garfando,False,paroxítona
garfar,False,oxítona
garfara,False,paroxítona
garfarei,False,oxítona
garfarmo,False,paroxítona
garfará,False,oxítona
garfarão,False,paroxítona
garfas,False,paroxítona
garfasse,False,paroxítona
garfaste,False,paroxítona
garfava,False,paroxítona
garfe,False,paroxítona
garfemo,False,paroxítona
garfes,False,paroxítona
garfo,False,paroxítona
garfos,False,paroxítona
garfá,False,oxítona
gargalha,False,paroxítona
gargalhe,False,paroxítona
gargalho,False,paroxítona
gargalhá,False,oxítona
gargalo,False,paroxítona
garganta,False,paroxítona
gari,True,oxítona
garimpa,False,paroxítona
garimpe,False,paroxítona
garimpo,False,paroxítona
garimpá,False,oxítona
garoada,False,paroxítona
garoado,False,paroxítona
garoamo,False,paroxítona
garoara,False,paroxítona
garoará,False,oxítona
garoava,False,paroxítona
garoemo,False,paroxítona
garota,True,paroxítona
garotada,True,paroxítona
garoto,True,paroxítona
garoupa,False,paroxítona
garra,False,paroxítona
garrafa,False,paroxítona
garrafão,False,paroxítona
garrancho,False,paroxítona
garras,False,paroxítona
garrida,False,paroxítona
garrido,False,paroxítona
garrote,False,paroxítona
garrucha,False,paroxítona
garupa,True,paroxítona
garça,False,paroxítona
garças,False,paroxítona
garçom,False,oxítona
gases,False,paroxítona
gasoduto,True,paroxítona
gasolina,True,paroxítona
gasosa,True,paroxítona
gasoso,True,paroxítona
gasta,False,paroxítona
gastada,False,paroxítona
gastado,False,paroxítona
gastamo,False,paroxítona
gastando,False,paroxítona
gastar,False,oxítona
gastara,False,paroxítona
gastarei,False,oxítona
gastarmo,False,paroxítona
gastará,False,oxítona
gastarão,False,paroxítona
gastas,False,paroxítona
gastasse,False,paroxítona
gastaste,False,paroxítona
gastava,False,paroxítona
gaste,False,paroxítona
gastemo,False,paroxítona
gastes,False,paroxítona
gasto,False,paroxítona
gastos,False,paroxítona
gastá,False,oxítona
gata,True,paroxítona
gatas,False,paroxítona
gatilho,False,paroxítona
gatinha,False,paroxítona
gatinho,False,paroxítona
gato,True,paroxítona
gatono,True,paroxítona
gatos,False,paroxítona
gatuna,True,paroxítona
gatuno,True,paroxítona
gaveta,True,paroxítona
gazela,True,paroxítona
gazeta,True,paroxítona
gaúcha,False,paroxítona
gaúcho,False,paroxítona
geada,False,paroxítona
geado,False,paroxítona
geai,False,oxítona
geamo,False,paroxítona
geando,False,paroxítona
gear,False,oxítona
geara,False,paroxítona
gearmo,False,paroxítona
geará,False,oxítona
geasse,False,paroxítona
geaste,False,paroxítona
geava,False,paroxítona
geei,False,oxítona
geemo,False,paroxítona
gela,True,paroxítona
gelada,True,paroxítona
gelado,True,paroxítona
gelai,False,oxítona
gelamo,True,paroxítona
gelando,False,paroxítona
gelar,False,oxítona
gelara,True,paroxítona
gelaremo,True,paroxítona
gelarmo,False,paroxítona
gelará,True,oxítona
gelas,False,paroxítona
gelasse,False,paroxítona
gelaste,False,paroxítona
gelatina,True,paroxítona
gelatinosa,True,paroxítona
gelatinoso,True,paroxítona
gelava,True,paroxítona
gele,True,paroxítona
gelei,False,oxítona
geleira,False,paroxítona
gelemo,True,paroxítona
geles,False,paroxítona
gelo,True,paroxítona
gelos,False,paroxítona
gelou,False,oxítona
gelá,True,oxítona
gema,True,paroxítona
gemada,True,paroxítona
gemamo,True,paroxítona
gemas,False,paroxítona
geme,True,paroxítona
gemei,False,oxítona
gememo,True,paroxítona
gemendo,False,paroxítona
gemer,False,oxítona
gemera,True,paroxítona
gemeremo,True,paroxítona
gemermo,False,paroxítona
gemerá,True,oxítona
gemes,False,paroxítona
gemesse,False,paroxítona
gemeste,False,paroxítona
gemeu,False,oxítona
gemi,True,oxítona
gemida,True,paroxítona
gemido,True,paroxítona
geminada,True,paroxítona
geminado,True,paroxítona
gemo,True,paroxítona
gemê,True,oxítona
gendarme,False,paroxítona
gene,True,paroxítona
genebra,False,paroxítona
generalato,True,paroxítona
generalidade,True,paroxítona
generaliza,True,paroxítona
generalizada,True,paroxítona
generalizado,True,paroxítona
generalizamo,True,paroxítona
generalizara,True,paroxítona
generalizaremo,True,paroxítona
generalizará,True,oxítona
generalizava,True,paroxítona
generalize,True,paroxítona
generalizemo,True,paroxítona
generalizo,True,paroxítona
generalizá,True,oxítona
generosa,True,paroxítona
generosidade,True,paroxítona
generoso,True,paroxítona
genes,False,paroxítona
gengiva,False,paroxítona
geniosa,False,paroxítona
genioso,False,paroxítona
genitora,True,paroxítona
genro,False,paroxítona
genros,False,paroxítona
gentalha,False,paroxítona
gente,False,paroxítona
gentes,False,paroxítona
gentil,False,oxítona
gentinha,False,paroxítona
genérica,True,proparoxítona
genérico,True,proparoxítona
genética,True,proparoxítona
genético,True,proparoxítona
genótipo,True,proparoxítona
geou,False,oxítona
gera,True,paroxítona
gerada,True,paroxítona
gerado,True,paroxítona
geradora,True,paroxítona
gerai,False,oxítona
geral,False,oxítona
geramo,True,paroxítona
gerando,False,paroxítona
gerar,False,oxítona
gerara,True,paroxítona
geraremo,True,paroxítona
gerarmo,False,paroxítona
gerará,True,oxítona
geras,False,paroxítona
gerasse,False,paroxítona
geraste,False,paroxítona
gerativo,True,paroxítona
gerava,True,paroxítona
gere,True,paroxítona
gerei,False,oxítona
geremo,True,paroxítona
gerente,False,paroxítona
geres,False,paroxítona
geri,True,oxítona
gerida,True,paroxítona
gerido,True,paroxítona
gerimo,True,paroxítona
gerindo,False,paroxítona
gerir,False,oxítona
gerira,True,paroxítona
geriremo,True,paroxítona
gerirmo,False,paroxítona
gerirá,True,oxítona
gerisse,False,paroxítona
geriste,False,paroxítona
geriu,False,oxítona
germano,False,paroxítona
germe,False,paroxítona
germes,False,paroxítona
germina,False,paroxítona
germinai,False,oxítona
germine,False,paroxítona
germinei,False,oxítona
germino,False,paroxítona
germinou,False,oxítona
germiná,False,oxítona
gero,True,paroxítona
gerou,False,oxítona
gerá,True,oxítona
gesso,False,paroxítona
gessos,False,paroxítona
gesta,False,paroxítona
gestante,False,paroxítona
gestas,False,paroxítona
gestação,False,paroxítona
gesto,False,paroxítona
gestor,False,oxítona
gestora,False,paroxítona
gestos,False,paroxítona
gibão,False,paroxítona
gibões,False,paroxítona
giganta,False,paroxítona
gigante,False,paroxítona
ginasta,False,paroxítona
gincana,False,paroxítona
ginecológica,True,proparoxítona
ginecológico,True,proparoxítona
ginete,True,paroxítona
ginga,False,paroxítona
gingada,False,paroxítona
gingado,False,paroxítona
gingamo,False,paroxítona
gingando,False,paroxítona
gingar,False,oxítona
gingara,False,paroxítona
gingarei,False,oxítona
gingarmo,False,paroxítona
gingará,False,oxítona
gingarão,False,paroxítona
gingas,False,paroxítona
gingasse,False,paroxítona
gingaste,False,paroxítona
gingava,False,paroxítona
gingo,False,paroxítona
ginguei,False,oxítona
ginguemo,False,paroxítona
gingá,False,oxítona
gira,True,paroxítona
girada,True,paroxítona
girado,True,paroxítona
girafa,True,paroxítona
girai,False,oxítona
giramo,True,paroxítona
girando,False,paroxítona
girar,False,oxítona
girara,True,paroxítona
giraremo,True,paroxítona
girarmo,False,paroxítona
girará,True,oxítona
giras,False,paroxítona
girasse,False,paroxítona
giraste,False,paroxítona
girava,True,paroxítona
gire,True,paroxítona
girei,False,oxítona
giremo,True,paroxítona
gires,False,paroxítona
girino,True,paroxítona
giro,True,paroxítona
giros,False,paroxítona
girou,False,oxítona
girá,True,oxítona
glande,False,paroxítona
gleba,False,paroxítona
glicose,False,paroxítona
globo,False,paroxítona
glosa,False,paroxítona
glosada,False,paroxítona
glosado,False,paroxítona
glosamo,False,paroxítona
glosara,False,paroxítona
glosará,False,oxítona
glosava,False,paroxítona
glose,False,paroxítona
glosemo,False,paroxítona
gloso,False,paroxítona
glosá,False,oxítona
glutona,False,paroxítona
glóbulo,False,proparoxítona
glótica,False,proparoxítona
glótico,False,proparoxítona
goela,False,paroxítona
gola,True,paroxítona
golas,False,paroxítona
golaço,True,paroxítona
gole,True,paroxítona
goleada,False,paroxítona
goleado,False,paroxítona
goleamo,False,paroxítona
goleara,False,paroxítona
goleará,False,oxítona
goleava,False,paroxítona
goleemo,False,paroxítona
goleira,False,paroxítona
goleiro,False,paroxítona
goles,False,paroxítona
golfada,False,paroxítona
golfinho,False,paroxítona
golfo,False,paroxítona
golfos,False,paroxítona
golpe,False,paroxítona
golpeai,False,oxítona
golpeei,False,oxítona
golpeou,False,oxítona
golpes,False,paroxítona
goma,True,paroxítona
gomas,False,paroxítona
gomo,True,paroxítona
gomos,False,paroxítona
gongo,False,paroxítona
gongos,False,paroxítona
gonzo,False,paroxítona
gonzos,False,paroxítona
gora,True,paroxítona
gorada,True,paroxítona
gorado,True,paroxítona
gorai,False,oxítona
goramo,True,paroxítona
gorando,False,paroxítona
gorar,False,oxítona
gorara,True,paroxítona
goraremo,True,paroxítona
